,purchase_ID,Date at created,Category,Name,Purchase Price,Delivery Price,Total
2121,2122,21-10-2020 14:51:09.535282,Desayunos · Panadería,Decofruta,53900,4700,58600
2122,2123,21-10-2020 14:51:09.847083,Desayunos · Panadería,Le Pain Quotidien,53900,3900,57800
2123,2124,21-10-2020 14:51:10.008633,Desayunos,Desayunos en Bogotá,39700,3400,43100
2124,2125,21-10-2020 14:51:10.170222,Postres · Desayunos,Aury Postres - Comidas & Picadas,11870,4700,16570
2125,2126,21-10-2020 14:51:10.481989,Desayunos,Sr Buñuelo,15000,6400,21400
2126,2127,21-10-2020 14:51:10.693719,Desayunos,Cafetería el Kippe,70000,3200,73200
2127,2128,21-10-2020 14:51:11.055508,Desayunos,Bagel Shop,17800,3200,21000
2128,2129,21-10-2020 14:51:11.317084,Pollo · Sánduches,Pollos Century,15000,3000,18000
2129,2130,21-10-2020 14:51:11.528574,Desayunos · Típica,Casa Vieja,15000,6000,21000
2130,2131,21-10-2020 14:51:11.640093,Desayunos · Típica,La Parrilla Dorada Polo,9000,6600,15600
2131,2132,21-10-2020 14:51:11.951886,Desayunos,Jacinta Arepas de Huevo,13600,4000,17600
2132,2133,21-10-2020 14:51:12.163518,Desayunos,Don Leo,37900,6000,43900
2133,2134,21-10-2020 14:51:12.525423,Internacional,Rio Sabores y Experiencias,17800,4100,21900
2134,2135,21-10-2020 14:51:12.787044,Desayunos · Típica,Criollomania,35000,5200,40200
2135,2136,21-10-2020 14:51:13.149894,Típica,La Olla de Barro,7500,5300,12800
2136,2137,21-10-2020 14:51:13.511772,Pollo · Desayunos,Caserito Gourmet,29500,6700,36200
2137,2138,21-10-2020 14:51:13.823531,Desayunos · Internacional,Camilia,23000,3900,26900
2138,2139,21-10-2020 14:51:13.935085,Pescados y Mariscos,La Gran Cazuela,34500,3200,37700
2139,2140,21-10-2020 14:51:14.246945,Desayunos · Panadería,Santa Juana Food Bar,24200,5900,30100
2140,2141,21-10-2020 14:51:14.558784,Sushi · Desayunos,Maki Roll,13600,4300,17900
2141,2142,21-10-2020 14:51:14.770571,Típica · Parrilla,Typykos,53900,6000,59900
2142,2143,21-10-2020 14:51:15.082510,Desayunos · Típica,Rojo Gourmet,13000,4700,17700
2143,2144,21-10-2020 14:51:15.344164,Pollo · Desayunos,Caserito Gourmet,24300,6700,31000
2144,2145,21-10-2020 14:51:15.555740,Típica · Parrilla,La Ternera Parrilla,23000,5200,28200
2145,2146,21-10-2020 14:51:15.817355,Postres,Beiked,7500,4000,11500
2146,2147,21-10-2020 14:51:16.029027,Hamburguesas,Gofi Burger,24300,5100,29400
2147,2148,21-10-2020 14:51:16.390892,Típica,Juan Chorizo,34500,3900,38400
2148,2149,21-10-2020 14:51:16.502394,Desayunos · Panadería,Choclofee,53400,4700,58100
2149,2150,21-10-2020 14:51:16.714140,Desayunos · Típica,D'Porco - Lechona,11870,6300,18170
2150,2151,21-10-2020 14:51:17.025936,Postres,La Galeta,70000,3000,73000
2151,2152,21-10-2020 14:51:17.187664,Desayunos,Butter,35000,6700,41700
2152,2153,21-10-2020 14:51:17.449484,Parrilla,Rústico Picadería,23000,3800,26800
2153,2154,21-10-2020 14:51:17.811266,Alta Cocina · Italiana,Trattoria de la Plaza,7500,6000,13500
2154,2155,21-10-2020 14:51:17.922884,Saludable · Típica,Sopas Mrg,9000,3100,12100
2155,2156,21-10-2020 14:51:18.034372,Desayunos · Panadería,Limarys,23000,6500,29500
2156,2157,21-10-2020 14:51:18.247084,Sánduches · Pescados y Mariscos,Pacific Comida de Mar,39700,4000,43700
2157,2158,21-10-2020 14:51:18.458897,Típica,El Mondongo y Mucho Mas,23000,5600,28600
2158,2159,21-10-2020 14:51:18.720708,Pollo · Saludable,Tremenda Sal y Dulce,29500,6500,36000
2159,2160,21-10-2020 14:51:19.032466,Parrilla,Carnes la Zarza,15600,4900,20500
2160,2161,21-10-2020 14:51:19.294162,Parrilla,Parrilla Pimentón,9000,3400,12400
2161,2162,21-10-2020 14:51:19.505852,Desayunos,El Corral - Desayunos,70000,5000,75000
2162,2163,21-10-2020 14:51:19.667521,Desayunos · Panadería,El Pan de Phillippe,35000,4600,39600
2163,2164,21-10-2020 14:51:19.779037,Pollo,Oliva Va,48750,5600,54350
2164,2165,21-10-2020 14:51:20.040760,Jugos y Batidos,Pomponio,53400,3600,57000
2165,2166,21-10-2020 14:51:20.352464,Desayunos · Café,Frambas,18900,3400,22300
2166,2167,21-10-2020 14:51:20.514314,Desayunos · Típica,La Parrilla Dorada Polo,37900,6600,44500
2167,2168,21-10-2020 14:51:20.776141,Mexicana,La leyenda mexican kitchen,37900,3200,41100
2168,2169,21-10-2020 14:51:20.987835,Desayunos,Fratelli - Desayunos,45800,4600,50400
2169,2170,21-10-2020 14:51:21.249628,Italiana,Bocatto Di Passo,45800,5000,50800
2170,2171,21-10-2020 14:51:21.611686,Típica · Parrilla,Parrilla Farandula Gourmet,48750,5100,53850
2171,2172,21-10-2020 14:51:21.973743,Italiana,Bocatto Di Passo,65000,5000,70000
2172,2173,21-10-2020 14:51:22.235452,Pescados y Mariscos,Fish Place - Del Mar,23000,5400,28400
2173,2174,21-10-2020 14:51:22.347095,Mexicana,La leyenda mexican kitchen,35000,3200,38200
2174,2175,21-10-2020 14:51:22.708999,Desayunos,Butter,27800,6700,34500
2175,2176,21-10-2020 14:51:22.970685,Helados,Orso To Go,35000,6800,41800
2176,2177,21-10-2020 14:51:23.333702,Postres,Toledo Pastelería,9000,6800,15800
2177,2178,21-10-2020 14:51:23.445468,Saludable · Desayunos,Maracuyá,10700,6700,17400
2178,2179,21-10-2020 14:51:23.657108,Postres · Desayunos,Cosmo Cookies,13600,5900,19500
2179,2180,21-10-2020 14:51:23.768663,Desayunos · Típica,Desayunadero de la 42,13600,5900,19500
2180,2181,21-10-2020 14:51:24.130814,Desayunos · Típica,Desayunadero de la 42,12500,5900,18400
2181,2182,21-10-2020 14:51:24.242534,Alta Cocina · Parrilla,Criterión,39700,6000,45700
2182,2183,21-10-2020 14:51:24.454373,Saludable · Desayunos,Guadalupe - Fruteria,11870,5900,17770
2183,2184,21-10-2020 14:51:24.565990,Saludable · Desayunos,Raices Bienestar Gourmet,37900,6600,44500
2184,2185,21-10-2020 14:51:24.777773,Postres · Helados,Mahé,15000,6000,21000
2185,2186,21-10-2020 14:51:24.939480,Desayunos · Panadería,Choclofee,29500,4700,34200
2186,2187,21-10-2020 14:51:25.301400,Desayunos · Panadería,Choclofee,53900,4700,58600
2187,2188,21-10-2020 14:51:25.413013,Peruana · Internacional,La Chifería,17800,6600,24400
2188,2189,21-10-2020 14:51:25.774960,Desayunos · Internacional,Camilia,53400,3900,57300
2189,2190,21-10-2020 14:51:26.136920,Alta Cocina · Postres,La Pinta,18900,4500,23400
2190,2191,21-10-2020 14:51:26.498908,Desayunos,El Corral - Desayunos,35000,5000,40000
2191,2192,21-10-2020 14:51:26.860908,Típica · Parrilla,La Ternera Parrilla,34500,5200,39700
2192,2193,21-10-2020 14:51:27.022665,Desayunos · Sánduches,Danilo Colombia,31800,3300,35100
2193,2194,21-10-2020 14:51:27.234483,Postres · Desayunos,Sweet Tale,24200,5800,30000
2194,2195,21-10-2020 14:51:27.496210,Italiana,F*cking Good Pizza,39700,4200,43900
2195,2196,21-10-2020 14:51:27.858161,Desayunos · Típica,90 Calentados,23000,3700,26700
2196,2197,21-10-2020 14:51:28.119948,Sushi · Asiática,Arigato,70000,5300,75300
2197,2198,21-10-2020 14:51:28.231604,Desayunos · Panadería,Ficchi Panadería,11870,3100,14970
2198,2199,21-10-2020 14:51:28.394392,Sushi · Desayunos,Maki Roll,65000,4300,69300
2199,2200,21-10-2020 14:51:28.506160,Desayunos,Butter,9000,6700,15700
2200,2201,21-10-2020 14:51:28.667924,Desayunos · Pescados y Mariscos,Gypsy Bistro,15000,4500,19500
2201,2202,21-10-2020 14:51:29.029932,Postres · Café,Celestino Café,45800,5900,51700
2202,2203,21-10-2020 14:51:29.241698,Típica,La Cocina,31800,4600,36400
2203,2204,21-10-2020 14:51:29.353282,Desayunos · Panadería,Choclofee,31800,4700,36500
2204,2205,21-10-2020 14:51:29.665046,Postres · Desayunos,Protein Bakes,17800,5900,23700
2205,2206,21-10-2020 14:51:29.876614,Alta Cocina · Italiana,Trattoria de la Plaza,37900,6000,43900
2206,2207,21-10-2020 14:51:29.988391,Postres · Desayunos,BagBog Bagels,15000,6400,21400
2207,2208,21-10-2020 14:51:30.100232,Postres,La Galeta,15600,3000,18600
2208,2209,21-10-2020 14:51:30.262143,Peruana,Masivo,23000,5800,28800
2209,2210,21-10-2020 14:51:30.373835,Desayunos · Café,Aromacafé el Placer de Compartir,23000,5000,28000
2210,2211,21-10-2020 14:51:30.735787,Postres · Desayunos,Café Quindio,48750,5700,54450
2211,2212,21-10-2020 14:51:31.098071,Desayunos · Típica,Parrilla Farandula Típico,35000,5900,40900
2212,2213,21-10-2020 14:51:31.310173,Parrilla · Internacional,Taperia de la Plaza,17800,5700,23500
2213,2214,21-10-2020 14:51:31.522047,Desayunos · Sánduches,Frutos del Bosque,12500,3500,16000
2214,2215,21-10-2020 14:51:31.783943,Italiana,Bocatto Di Passo,15600,5000,20600
2215,2216,21-10-2020 14:51:32.095852,Saludable · Desayunos,Guadalupe - Fruteria,17800,5900,23700
2216,2217,21-10-2020 14:51:32.257991,Peruana,Masivo,23000,5800,28800
2217,2218,21-10-2020 14:51:32.369768,Hamburguesas,Burger Society,65000,4100,69100
2218,2219,21-10-2020 14:51:32.531643,Desayunos · Panadería,Artesanos,45800,4300,50100
2219,2220,21-10-2020 14:51:32.793730,Desayunos · Pescados y Mariscos,Gypsy Bistro,18900,4500,23400
2220,2221,21-10-2020 14:51:33.055534,Hamburguesas · Alitas,Beer,24200,6600,30800
2221,2222,21-10-2020 14:51:33.367721,Saludable,Ventura Soup y Salad,29500,3800,33300
2222,2223,21-10-2020 14:51:33.530902,Típica · Pescados y Mariscos,La Vitualla,53400,6300,59700
2223,2224,21-10-2020 14:51:33.893530,Pollo · Desayunos,Caserito Gourmet,39700,6700,46400
2224,2225,21-10-2020 14:51:34.105482,Desayunos · Panadería,El Pan de Phillippe,39700,4600,44300
2225,2226,21-10-2020 14:51:34.367553,Perros Calientes,Dog Shop - Rapida,37900,4900,42800
2226,2227,21-10-2020 14:51:34.729741,Desayunos · Típica,Calentao Express,27800,6000,33800
2227,2228,21-10-2020 14:51:34.841471,Postres · Saludable,Ana Rebana,17800,6300,24100
2228,2229,21-10-2020 14:51:35.203540,Postres · Panadería,RIGHT AWAY FOODS,8900,6600,15500
2229,2230,21-10-2020 14:51:35.515637,Típica · Parrilla,Toya,34500,4200,38700
2230,2231,21-10-2020 14:51:35.777731,Saludable · Desayunos,Copacabana Açai Bowls,65000,3000,68000
2231,2232,21-10-2020 14:51:35.939588,Asiática,TeT,37900,5900,43800
2232,2233,21-10-2020 14:51:36.301937,Parrilla,Rústico Picadería,13600,3800,17400
2233,2234,21-10-2020 14:51:36.413660,Postres · Desayunos,Café Quindio,45800,5700,51500
2234,2235,21-10-2020 14:51:36.575332,Saludable,MIMA,70000,3700,73700
2235,2236,21-10-2020 14:51:36.787215,Desayunos · Típica,Fogón Sangileño,23000,5000,28000
2236,2237,21-10-2020 14:51:36.899039,Comida Rápida,Fiesta Digital Andrés,12500,3100,15600
2237,2238,21-10-2020 14:51:37.010864,Pollo · Sánduches,Pollos Century,24300,3000,27300
2238,2239,21-10-2020 14:51:37.372979,Saludable · Desayunos,Bawana - Sandwich,18900,3400,22300
2239,2240,21-10-2020 14:51:37.585035,Desayunos · Mexicana,La Mera Mera - Mexicana,13000,3100,16100
2240,2241,21-10-2020 14:51:37.746905,Postres · Desayunos,La Folie - Postres,9000,3300,12300
2241,2242,21-10-2020 14:51:38.109107,Pollo,Heart & Cooking,24200,5000,29200
2242,2243,21-10-2020 14:51:38.220983,Saludable · Desayunos,Bawana - Sandwich,39700,3400,43100
2243,2244,21-10-2020 14:51:38.383404,Postres · Desayunos,Jacques Pastelería,53900,5900,59800
2244,2245,21-10-2020 14:51:38.495545,Parrilla,Rústico Picadería,34500,3800,38300
2245,2246,21-10-2020 14:51:38.808747,Desayunos · Sánduches,Frutos del Bosque,39700,3500,43200
2246,2247,21-10-2020 14:51:39.071040,Sánduches · Pescados y Mariscos,Pacific Comida de Mar,31800,4000,35800
2247,2248,21-10-2020 14:51:39.433060,Típica · Parrilla,Toya,23000,4200,27200
2248,2249,21-10-2020 14:51:39.745154,Saludable · Parrilla,The Angels Grill and Drinks,15000,6200,21200
2249,2250,21-10-2020 14:51:40.007224,Pollo · Saludable,Yerbabuena,7500,3900,11400
2250,2251,21-10-2020 14:51:40.369424,Típica,El Cucharón - Tipica,39700,4400,44100
2251,2252,21-10-2020 14:51:40.531335,Desayunos · Panadería,Pasteleite,18900,5900,24800
2252,2253,21-10-2020 14:51:40.743395,Desayunos · Pescados y Mariscos,Gypsy Bistro,15000,4500,19500
2253,2254,21-10-2020 14:51:41.055445,Alta Cocina · Postres,La Pinta,11870,4500,16370
2254,2255,21-10-2020 14:51:41.167247,Desayunos · Café,vereda central calle 99,23000,5700,28700
2255,2256,21-10-2020 14:51:41.479300,Saludable,Amor Propio saludable,11870,4000,15870
2256,2257,21-10-2020 14:51:41.591206,Desayunos · Panadería,Decofruta,15600,4700,20300
2257,2258,21-10-2020 14:51:41.703127,Postres · Panadería,RIGHT AWAY FOODS,12500,6600,19100
2258,2259,21-10-2020 14:51:41.965072,Desayunos · Típica,Casa Vieja,13600,6000,19600
2259,2260,21-10-2020 14:51:42.126877,Típica,Sabores De Mi Tierra,37900,5400,43300
2260,2261,21-10-2020 14:51:42.338785,Parrilla · Internacional,Taperia de la Plaza,37900,5700,43600
2261,2262,21-10-2020 14:51:42.650846,Desayunos,Sunny Breakfast Brunch,13600,4300,17900
2262,2263,21-10-2020 14:51:42.912785,Saludable,The Good Rice Bowls,15000,3500,18500
2263,2264,21-10-2020 14:51:43.074609,Pollo · Desayunos,Workzone,29500,3100,32600
2264,2265,21-10-2020 14:51:43.386606,Pescados y Mariscos,Pescadero Héroes del Mar,39700,6600,46300
2265,2266,21-10-2020 14:51:43.748771,Postres · Desayunos,Protein Bakes,23000,5900,28900
2266,2267,21-10-2020 14:51:44.062253,Típica,Sabrosito,13000,4000,17000
2267,2268,21-10-2020 14:51:44.274161,Típica,Cabrito Santandereano,11870,6600,18470
2268,2269,21-10-2020 14:51:44.536445,Saludable,The Good Rice Bowls,48750,3500,52250
2269,2270,21-10-2020 14:51:44.748631,Desayunos · Café,Matchacha,65000,5900,70900
2270,2271,21-10-2020 14:51:44.910658,Parrilla · Café,Figaro Café/ Restaurante Argentino,23000,5800,28800
2271,2272,21-10-2020 14:51:45.072552,Desayunos · Comida Rápida,La Veneca,15600,6300,21900
2272,2273,21-10-2020 14:51:45.435103,Poke,Poke Go,13600,4600,18200
2273,2274,21-10-2020 14:51:45.547163,Saludable · Desayunos,Re.al Alimentos Reales,27800,4000,31800
2274,2275,21-10-2020 14:51:45.709269,Postres · Desayunos,KOKOA & co.,11870,4700,16570
2275,2276,21-10-2020 14:51:46.021690,Peruana,Masivo,18900,5800,24700
2276,2277,21-10-2020 14:51:46.233897,Helados,Buon Gelato,23000,4400,27400
2277,2278,21-10-2020 14:51:46.446007,Jugos y Batidos,Pomponio,24300,3600,27900
2278,2279,21-10-2020 14:51:46.808193,Típica,Cazuelitas 93,35000,3900,38900
2279,2280,21-10-2020 14:51:47.170551,Jugos y Batidos,Pomponio,24300,3600,27900
2280,2281,21-10-2020 14:51:47.532778,Desayunos · Pescados y Mariscos,Luzí­a - Mediterranea,15600,5700,21300
2281,2282,21-10-2020 14:51:47.694808,Pollo · Saludable,Gratina,23000,4200,27200
2282,2283,21-10-2020 14:51:47.906999,Desayunos · Italiana,Rceta By Rausch,15000,3600,18600
2283,2284,21-10-2020 14:51:48.069160,Saludable · Desayunos,Básico y Elemental,45800,5900,51700
2284,2285,21-10-2020 14:51:48.431271,Postres,Beiked,45800,4000,49800
2285,2286,21-10-2020 14:51:48.793527,Desayunos · Panadería,El Pan de Phillippe,37900,4600,42500
2286,2287,21-10-2020 14:51:48.955471,Hamburguesas,Monchis - Hamburguesa,7500,4300,11800
2287,2288,21-10-2020 14:51:49.268747,Saludable,The Good Rice Bowls,53900,3500,57400
2288,2289,21-10-2020 14:51:49.480978,Saludable · Parrilla,The Angels Grill and Drinks,35000,6200,41200
2289,2290,21-10-2020 14:51:49.592924,Helados,Orso To Go,35000,6800,41800
2290,2291,21-10-2020 14:51:49.755019,Café · Helados,Sofia heladería y café,31800,5800,37600
2291,2292,21-10-2020 14:51:49.967246,Saludable · Desayunos,Fresh Co,48750,5600,54350
2292,2293,21-10-2020 14:51:50.079235,Desayunos,Sunny Breakfast Brunch,29500,4300,33800
2293,2294,21-10-2020 14:51:50.441530,Postres · Desayunos,Vivalight Market.,24300,6500,30800
2294,2295,21-10-2020 14:51:50.553287,Desayunos · Típica,Fogón Sangileño,13600,5000,18600
2295,2296,21-10-2020 14:51:50.715283,Hamburguesas,Bendito Cordero,27800,5800,33600
2296,2297,21-10-2020 14:51:51.077348,Pescados y Mariscos,Pescadero Héroes del Mar,34500,6600,41100
2297,2298,21-10-2020 14:51:51.239281,Postres,Levelma,70000,6200,76200
2298,2299,21-10-2020 14:51:51.601686,Típica · Pescados y Mariscos,La Vitualla,23000,6300,29300
2299,2300,21-10-2020 14:51:51.713664,Comida Rápida · Perros Calientes,Similoa - Comida Rapida,27800,3700,31500
2300,2301,21-10-2020 14:51:52.025944,Desayunos · Típica,Papadió - Colombianas,23000,5700,28700
2301,2302,21-10-2020 14:51:52.288080,Pescados y Mariscos,Fish Place - Del Mar,53400,5400,58800
2302,2303,21-10-2020 14:51:52.650484,Desayunos · Panadería,Premium Break Bakery,39700,3700,43400
2303,2304,21-10-2020 14:51:52.762471,Saludable · Desayunos,Bawana - Sandwich,15000,3400,18400
2304,2305,21-10-2020 14:51:52.874564,Desayunos · Árabe,Boniato Sabores Vivos,24200,5300,29500
2305,2306,21-10-2020 14:51:53.236786,Desayunos · Típica,La Frijolada,37900,4500,42400
2306,2307,21-10-2020 14:51:53.548936,Postres · Desayunos,Maltihelado,18900,4500,23400
2307,2308,21-10-2020 14:51:53.761469,Postres · Desayunos,Café Quindio,13000,5700,18700
2308,2309,21-10-2020 14:51:53.973470,Desayunos · Jugos y Batidos,Dont Be Hungry,10700,5600,16300
2309,2310,21-10-2020 14:51:54.185516,Saludable · Desayunos,Copacabana Açai Bowls,9000,3000,12000
2310,2311,21-10-2020 14:51:54.498504,Desayunos,Jacinta Arepas de Huevo,15600,4000,19600
2311,2312,21-10-2020 14:51:54.610558,Parrilla,Carnes la Zarza,17800,4900,22700
2312,2313,21-10-2020 14:51:54.872760,Desayunos · Internacional,Camilia,13000,3900,16900
2313,2314,21-10-2020 14:51:55.134909,Desayunos · Típica,Alce,10700,4900,15600
2314,2315,21-10-2020 14:51:55.497288,Sushi,Umi,12500,5600,18100
2315,2316,21-10-2020 14:51:55.759406,Parrilla,Rústico Picadería,15000,3800,18800
2316,2317,21-10-2020 14:51:55.921456,Desayunos · Típica,Fogón Sangileño,65000,5000,70000
2317,2318,21-10-2020 14:51:56.183401,Desayunos · Comida Rápida,Chocolatto,31800,3400,35200
2318,2319,21-10-2020 14:51:56.395479,Típica · Parrilla,La Ternera Parrilla,53900,5200,59100
2319,2320,21-10-2020 14:51:56.557760,Típica,Bendita S,65000,4600,69600
2320,2321,21-10-2020 14:51:56.770093,Pollo · Desayunos,Workzone,17800,3100,20900
2321,2322,21-10-2020 14:51:57.082635,Mexicana,La leyenda mexican kitchen,24200,3200,27400
2322,2323,21-10-2020 14:51:57.294925,Jugos y Batidos,Pomponio,45800,3600,49400
2323,2324,21-10-2020 14:51:57.457287,Parrilla,Arepaisa de Medellín,8900,5600,14500
2324,2325,21-10-2020 14:51:57.569267,Desayunos,Sr Buñuelo,11870,6400,18270
2325,2326,21-10-2020 14:51:57.781447,Típica,Baondish,35000,5800,40800
2326,2327,21-10-2020 14:51:58.093705,Desayunos · Típica,La Frijolada,53400,4500,57900
2327,2328,21-10-2020 14:51:58.256083,Desayunos · Típica,Rojo Gourmet,39700,4700,44400
2328,2329,21-10-2020 14:51:58.568704,Saludable · Desayunos,Libre de Culpa,39700,4000,43700
2329,2330,21-10-2020 14:51:58.931084,Desayunos,Sr Buñuelo,13600,6400,20000
2330,2331,21-10-2020 14:51:59.093531,Típica,La Cocina,18900,4600,23500
2331,2332,21-10-2020 14:51:59.355622,Saludable · Desayunos,La Estampilla,17800,6000,23800
2332,2333,21-10-2020 14:51:59.569337,Hamburguesas · Panadería,NYC Burgers,53900,6200,60100
2333,2334,21-10-2020 14:51:59.881959,Pizza,Pastas Laurentina,29500,4800,34300
2334,2335,21-10-2020 14:52:00.144199,Desayunos · Café,El Gualilo,53900,6200,60100
2335,2336,21-10-2020 14:52:00.356517,Desayunos · Panadería,Choclofee,39700,4700,44400
2336,2337,21-10-2020 14:52:00.518848,Postres · Desayunos,Aury Postres - Comidas & Picadas,17800,4700,22500
2337,2338,21-10-2020 14:52:00.881640,Desayunos,Sr Buñuelo,15600,6400,22000
2338,2339,21-10-2020 14:52:01.143981,Desayunos,Cafetería el Kippe,10700,3200,13900
2339,2340,21-10-2020 14:52:01.456634,Sánduches · China,Peru Mix,9000,5900,14900
2340,2341,21-10-2020 14:52:01.819515,Saludable · Desayunos,Bawana - Sandwich,24200,3400,27600
2341,2342,21-10-2020 14:52:02.182303,Típica · Pescados y Mariscos,La Vitualla,24200,6300,30500
2342,2343,21-10-2020 14:52:02.494701,Pescados y Mariscos,Pescadero Héroes del Mar,11870,6600,18470
2343,2344,21-10-2020 14:52:02.807061,Hamburguesas · Saludable,Restaurant Inn,70000,6100,76100
2344,2345,21-10-2020 14:52:03.169362,Desayunos,Sr Buñuelo,37900,6400,44300
2345,2346,21-10-2020 14:52:03.381568,Desayunos,Sunny Breakfast Brunch,12500,4300,16800
2346,2347,21-10-2020 14:52:03.593684,Típica,Cazuelitas 93,70000,3900,73900
2347,2348,21-10-2020 14:52:03.806039,Postres,Levelma,53900,6200,60100
2348,2349,21-10-2020 14:52:04.168604,Postres · Desayunos,Vivalight Market.,53900,6500,60400
2349,2350,21-10-2020 14:52:04.280836,Desayunos · Internacional,Camilia,15600,3900,19500
2350,2351,21-10-2020 14:52:04.392975,Alta Cocina · Parrilla,Criterión,37900,6000,43900
2351,2352,21-10-2020 14:52:04.706687,Postres · Desayunos,KOKOA & co.,53900,4700,58600
2352,2353,21-10-2020 14:52:04.969174,Saludable · Desayunos,Raices Bienestar Gourmet,35000,6600,41600
2353,2354,21-10-2020 14:52:05.281568,Pizza,pizza andante,31800,4200,36000
2354,2355,21-10-2020 14:52:05.443777,Saludable · Desayunos,Maracuyá,18900,6700,25600
2355,2356,21-10-2020 14:52:05.555931,Desayunos,El Corral - Desayunos,34500,5000,39500
2356,2357,21-10-2020 14:52:05.718194,Desayunos · Típica,D´Porco,31800,3900,35700
2357,2358,21-10-2020 14:52:05.981387,Desayunos,Cafetería el Kippe,35000,3200,38200
2358,2359,21-10-2020 14:52:06.193651,Típica,Salsig,35000,5600,40600
2359,2360,21-10-2020 14:52:06.505988,Pollo,Chicken House,34500,4200,38700
2360,2361,21-10-2020 14:52:06.818591,Postres · Desayunos,Buñuelos nacho,29500,6600,36100
2361,2362,21-10-2020 14:52:07.030868,Hamburguesas · Pescados y Mariscos,El Velero,24300,6500,30800
2362,2363,21-10-2020 14:52:07.293027,Postres · Desayunos,Café Quindio,10700,5700,16400
2363,2364,21-10-2020 14:52:07.655286,Desayunos,Señor Desayuno,23000,6800,29800
2364,2365,21-10-2020 14:52:08.017706,Postres · Desayunos,Vivalight Market.,24300,6500,30800
2365,2366,21-10-2020 14:52:08.129754,Mexicana,Mexicanachos,45800,3900,49700
2366,2367,21-10-2020 14:52:08.492238,Desayunos · Café,Aromacafé el Placer de Compartir,9000,5000,14000
2367,2368,21-10-2020 14:52:08.754858,Parrilla,Antojo a Domicilio,53900,5000,58900
2368,2369,21-10-2020 14:52:09.067551,Postres,Beiked,12500,4000,16500
2369,2370,21-10-2020 14:52:09.280084,Pollo · Sánduches,Pollos Century,24200,3000,27200
2370,2371,21-10-2020 14:52:09.642827,Típica · Parrilla,La Parilla de David,9000,3100,12100
2371,2372,21-10-2020 14:52:09.806339,Saludable · Desayunos,Guadalupe - Fruteria,34500,5900,40400
2372,2373,21-10-2020 14:52:10.018985,Típica,Bandejas Mrg,23000,3800,26800
2373,2374,21-10-2020 14:52:10.331536,Desayunos,Fratelli - Desayunos,11870,4600,16470
2374,2375,21-10-2020 14:52:10.544253,Típica · Parrilla,Typykos,11870,6000,17870
2375,2376,21-10-2020 14:52:10.906979,Postres · Desayunos,BagBog Bagels,34500,6400,40900
2376,2377,21-10-2020 14:52:11.169741,Helados,Buon Gelato,24300,4400,28700
2377,2378,21-10-2020 14:52:11.383132,Postres · Café,Celestino Café,23000,5900,28900
2378,2379,21-10-2020 14:52:11.595607,Pizza · Italiana,Piatto - Pizza,23000,6600,29600
2379,2380,21-10-2020 14:52:11.958009,Desayunos,Bagel Shop,23000,3200,26200
2380,2381,21-10-2020 14:52:12.070140,Hamburguesas · Alitas,Beer,24200,6600,30800
2381,2382,21-10-2020 14:52:12.432516,Postres · Desayunos,Aury Postres - Comidas & Picadas,35000,4700,39700
2382,2383,21-10-2020 14:52:12.644836,Desayunos · Jugos y Batidos,Kuriwaji,35000,6300,41300
2383,2384,21-10-2020 14:52:12.957259,Desayunos · Sánduches,Frutos del Bosque,8900,3500,12400
2384,2385,21-10-2020 14:52:13.169636,Típica · Pescados y Mariscos,La Vitualla,31800,6300,38100
2385,2386,21-10-2020 14:52:13.331597,Desayunos · Café,Libertario Coffee Roasters,53400,4600,58000
2386,2387,21-10-2020 14:52:13.543982,Pollo · Desayunos,Workzone,11870,3100,14970
2387,2388,21-10-2020 14:52:13.756207,Saludable · Desayunos,Distrito Gourmet,12500,3700,16200
2388,2389,21-10-2020 14:52:13.918343,Saludable,Ventura Soup y Salad,13000,3800,16800
2389,2390,21-10-2020 14:52:14.230762,Desayunos · Italiana,Rceta By Rausch,35000,3600,38600
2390,2391,21-10-2020 14:52:14.543173,Típica · Pescados y Mariscos,Arroces Mrg,27800,4300,32100
2391,2392,21-10-2020 14:52:14.755386,Alta Cocina · Parrilla,Criterión,31800,6000,37800
2392,2393,21-10-2020 14:52:14.868733,Pizza,Pastas Laurentina,24200,4800,29000
2393,2394,21-10-2020 14:52:15.231370,Desayunos · Café,Libertario Coffee Roasters,12500,4600,17100
2394,2395,21-10-2020 14:52:15.493782,Desayunos · Café,Matchacha,37900,5900,43800
2395,2396,21-10-2020 14:52:15.856198,Desayunos · Pescados y Mariscos,Gypsy Bistro,35000,4500,39500
2396,2397,21-10-2020 14:52:16.068528,Pizza · Parrilla,Urban Lunch,70000,4000,74000
2397,2398,21-10-2020 14:52:16.280728,Desayunos · Panadería,Premium Break Bakery,70000,3700,73700
2398,2399,21-10-2020 14:52:16.543035,Típica,Sopitas y Más,24300,4200,28500
2399,2400,21-10-2020 14:52:16.655232,Hamburguesas · Panadería,NYC Burgers,37900,6200,44100
2400,2401,21-10-2020 14:52:16.967734,Pollo · Desayunos,Piaf,23000,6500,29500
2401,2402,21-10-2020 14:52:17.280144,Desayunos · Típica,Parrilla Farandula Típico,35000,5900,40900
2402,2403,21-10-2020 14:52:17.442649,Desayunos · Café,Frambas,9000,3400,12400
2403,2404,21-10-2020 14:52:17.655050,Desayunos · Típica,La Frijolada,27800,4500,32300
